,internal_memory,battery,days_used
122,32.0,9.375765107441309,407000
123,16.0,9.17533597451764,233000
124,16.0,9.590959635098017,423000
125,128.0,9.590959635098017,470000
126,64.0,9.590959635098017,280000
127,128.0,9.590959635098017,382000
128,128.0,9.590959635098017,374000
129,64.0,9.600882494456952,396000
130,64.0,9.600882494456952,406000
131,32.0,9.590959635098017,338000
132,32.0,9.590959635098017,386000
133,32.0,9.295799254755815,325000
134,64.0,9.295799254755815,347000
135,128.0,9.888398297780718,343000
136,128.0,9.888398297780718,336000
137,128.0,9.590959635098017,330000
138,16.0,9.023181329447,474000
139,16.0,8.681501686107056,349000
140,16.0,8.681501686107056,385000
141,64.0,9.888398297780718,506000
142,128.0,9.590959635098017,333000
143,16.0,9.295799254755815,595000
144,32.0,9.295799254755815,420000
145,64.0,9.219591252725978,138000
146,128.0,9.687109071206462,268000
147,128.0,9.655799269183396,195000
148,64.0,9.888398297780718,346000
149,64.0,9.590959635098017,362000
150,32.0,9.219591252725978,355000
151,64.0,9.375765107441309,202000
152,128.0,9.590959635098017,310000
153,128.0,9.590959635098017,141000
154,64.0,9.219591252725978,228000
155,64.0,9.888398297780718,213000
156,128.0,9.62376123336363,504000
157,64.0,9.590959635098017,371000
158,32.0,9.219591252725978,201000
159,64.0,9.590959635098017,354000
160,128.0,9.505358538348151,311000
161,64.0,9.590959635098017,524000
162,32.0,9.219591252725978,388000
163,32.0,9.540241685481396,194000
164,64.0,9.243332259427689,385000
165,32.0,9.33636716863822,323000
166,128.0,9.567523972756117,489000
167,64.0,9.540241685481396,392000
168,128.0,9.590959635098017,204000
169,64.0,9.590959635098017,328000
170,128.0,9.590959635098017,134000
171,128.0,9.590959635098017,127000
172,128.0,9.590959635098017,102000
173,256.0,9.655799269183396,215000
174,64.0,9.590959635098017,133000
175,64.0,9.590959635098017,202000
176,128.0,9.590959635098017,433000
177,128.0,9.655799269183396,505000
178,64.0,9.590959635098017,351000
179,64.0,9.590959635098017,364000
180,64.0,9.590959635098017,253000
181,512.0,9.74767345570188,488000
182,128.0,9.655799269183396,269000
183,128.0,9.655799269183396,207000
184,128.0,9.590959635098017,223000
185,128.0,9.590959635098017,181000
186,128.0,9.414059763958425,520000
187,128.0,9.414059763958425,210000
188,128.0,9.590959635098017,539000
189,64.0,9.590959635098017,244000
190,64.0,9.590959635098017,330000
191,16.0,8.471405882214839,610000
192,8.0,9.62376123336363,835000
193,8.0,9.210854535343213,704000
194,16.0,9.590959635098017,531000
195,32.0,9.447632267965798,524000
196,64.0,9.590959635098017,426000
197,128.0,9.590959635098017,401000
198,64.0,9.607458188108893,424000
199,64.0,9.590959635098017,195000
200,64.0,9.590959635098017,126000
201,128.0,9.888398297780718,234000
202,128.0,9.888398297780718,248000
203,32.0,9.590959635098017,205000
204,32.0,9.395046402964434,196000
205,256.0,9.590959635098017,471000
206,64.0,9.590959635098017,517000
207,16.0,9.210854535343213,438000
208,16.0,9.210854535343213,393000
209,32.0,9.414059763958425,273000
210,32.0,9.590959635098017,344000
211,64.0,9.607458188108893,289000
212,32.0,9.590959635098017,482000
213,32.0,9.590959635098017,516000
214,32.0,9.414059763958425,463000
215,64.0,9.33636716863822,693000
216,16.0,9.74767345570188,393000
217,0.5,8.310409131517808,900000
218,0.2,8.681501686107056,652000
219,16.0,8.681501686107056,1051000
220,64.0,9.590959635098017,296000
221,16.0,9.210854535343213,293000
222,16.0,9.210854535343213,260000
223,64.0,9.74767345570188,127000
224,128.0,9.599233647915531,330000
225,128.0,9.665267131936067,277000
226,128.0,9.451312256556989,344000
227,128.0,9.602529366951249,463000
228,128.0,9.597582822504739,336000
229,256.0,9.612369414753637,232000
230,32.0,9.590959635098017,282000
231,32.0,9.665267131936067,587000
232,8.0,8.681501686107056,917000
233,128.0,9.590959635098017,486000
234,32.0,9.590959635098017,120000
235,16.0,9.023181329447,226000
236,128.0,9.74767345570188,258000
237,128.0,9.74767345570188,248000
238,128.0,9.590959635098017,282000
239,64.0,9.74767345570188,320000
240,128.0,9.74767345570188,325000
241,256.0,9.414059763958425,190000
242,32.0,9.120256217227011,222000
243,64.0,9.590959635098017,168000
244,64.0,9.590959635098017,299000
245,32.0,9.414059763958425,243000
246,8.0,8.681501686107056,513000
247,16.0,9.072586740392266,440000
248,64.0,9.395046402964434,335000
249,16.0,9.921191539458137,827000
250,16.0,9.308096688565723,840000
251,16.0,9.33636716863822,1073000
252,32.0,9.120256217227011,513000
253,32.0,8.805266061693162,213000
254,32.0,9.375765107441309,184000
255,4.0,8.516145987618826,1091000
256,32.0,9.655799269183396,214000
257,64.0,9.253988397085065,247000
258,8.0,9.312171337816567,662000
259,4.0,9.312171337816567,1046000
260,16.0,9.138865205790825,770000
261,4.0,9.312171337816567,759000
262,4.0,8.545162023878794,1041000
263,4.0,8.545162023878794,932000
264,4.0,9.312171337816567,737000
265,8.0,9.33636716863822,1057000
266,64.0,9.590959635098017,187000
267,16.0,8.950839739748078,473000
268,16.0,9.375765107441309,1085000
269,32.0,9.617263174254973,1079000
270,32.0,8.681501686107056,617000
271,32.0,9.597582822504739,714000
272,16.0,9.888398297780718,549000
273,32.0,8.681501686107056,893000
274,32.0,9.152656627215126,824000
275,32.0,8.681501686107056,988000
276,32.0,8.681501686107056,961000
277,32.0,9.590959635098017,942000
278,32.0,8.92943990490734,874000
279,32.0,8.863128557999831,592000
280,32.0,8.681501686107056,934000
281,32.0,8.127197933952132,603000
282,16.0,8.127197933952132,697000
283,32.0,8.681501686107056,1044000
284,16.0,8.863128557999831,579000
285,16.0,8.681501686107056,569000
286,16.0,9.072586740392266,723000
287,32.0,8.744806715166932,899000
288,16.0,9.414059763958425,886000
289,16.0,8.971906253529559,936000
290,16.0,8.127197933952132,685000
291,16.0,9.375765107441309,920000
292,16.0,9.375765107441309,1007000
293,32.0,9.48757873517308,724000
294,16.0,8.971906253529559,642000
295,16.0,8.417241162076284,719000
296,16.0,9.1909895148401,1082000
297,32.0,9.1909895148401,690000
298,16.0,9.590959635098017,801000
299,16.0,8.681501686107056,1015000
300,16.0,9.33636716863822,635000
301,32.0,8.918611602544111,946000
302,32.0,9.877652145022482,905000
303,16.0,8.681501686107056,562000
304,16.0,8.681501686107056,761000
305,16.0,8.516145987618826,825000
306,32.0,9.043160028478656,558000
307,32.0,9.077429725898256,592000
308,16.0,9.308096688565723,302000
309,32.0,9.308096688565723,211000
310,32.0,9.590959635098017,670000
311,32.0,9.210854535343213,591000
312,16.0,9.210854535343213,586000
313,16.0,9.210854535343213,538000
314,16.0,9.210854535343213,600000
315,16.0,9.210854535343213,707000
316,32.0,9.013080435867426,564000
317,32.0,9.14347790986997,716000
318,16.0,9.120256217227011,751000
319,32.0,9.590959635098017,823000
320,32.0,9.590959635098017,839000
321,32.0,8.71352685508888,687000
322,32.0,9.120256217227011,619000
323,16.0,8.950839739748078,866000
324,32.0,9.210854535343213,884000
325,16.0,8.950839739748078,754000
326,16.0,8.971906253529559,1063000
327,16.0,8.775375742316347,769000
328,32.0,8.681501686107056,989000
329,32.0,9.210854535343213,811000
330,16.0,9.193211108759492,911000
331,16.0,8.971906253529559,987000
332,32.0,8.971906253529559,649000
333,32.0,9.210854535343213,1006000
334,16.0,9.028203680198805,708000
335,32.0,9.013080435867426,813000
336,32.0,9.013080435867426,770000
337,32.0,9.013080435867426,780000
338,16.0,8.310409131517808,893000
339,32.0,9.013080435867426,622000
340,16.0,8.971906253529559,1040000
341,16.0,9.210854535343213,566000
342,16.0,9.414059763958425,1041000
343,16.0,8.681501686107056,562000
344,16.0,9.170830256398538,1073000
345,32.0,8.681501686107056,736000
346,32.0,9.120256217227011,658000
347,16.0,9.129592566199898,893000
348,16.0,9.129592566199898,917000
349,16.0,9.129592566199898,976000
350,16.0,9.129592566199898,732000
351,16.0,9.129592566199898,629000
352,16.0,9.129592566199898,1092000
353,16.0,8.221963695818435,829000
354,16.0,8.681501686107056,702000
355,32.0,8.681501686107056,929000
356,32.0,8.681501686107056,658000
357,16.0,8.681501686107056,718000
358,16.0,8.221963695818435,969000
359,16.0,9.253988397085065,654000
360,16.0,8.545162023878794,632000
361,16.0,8.127197933952132,867000
362,32.0,9.375765107441309,578000
363,16.0,9.210854535343213,753000
364,16.0,8.681501686107056,951000
365,16.0,8.681501686107056,701000
366,16.0,8.471405882214839,955000
367,32.0,8.775375742316347,653000
368,32.0,8.681501686107056,834000
369,16.0,8.681501686107056,568000
370,16.0,8.471405882214839,571000
371,16.0,8.971906253529559,540000
372,16.0,8.971906253529559,906000
373,16.0,8.545162023878794,967000
374,16.0,8.221963695818435,904000
375,16.0,8.545162023878794,684000
376,16.0,8.545162023878794,921000
377,16.0,8.127197933952132,764000
378,16.0,8.681501686107056,692000
379,32.0,9.375765107441309,817000
380,16.0,8.681501686107056,586000
381,16.0,8.471405882214839,831000
382,32.0,8.681501686107056,608000
383,16.0,8.310409131517808,1084000
384,16.0,8.971906253529559,789000
385,16.0,8.545162023878794,585000
386,16.0,8.545162023878794,898000
387,16.0,8.221963695818435,900000
388,16.0,8.545162023878794,573000
389,16.0,8.971906253529559,1042000
390,16.0,8.971906253529559,733000
391,16.0,8.971906253529559,847000
392,32.0,9.590959635098017,396000
393,32.0,9.210854535343213,616000
394,64.0,9.2325921475059,681000
395,32.0,9.210854535343213,492000
396,16.0,8.971906253529559,683000
397,64.0,9.210854535343213,825000
398,64.0,9.210854535343213,601000
399,64.0,9.893740283410898,636000
400,32.0,9.275054021019505,1046000
401,16.0,8.891155005539622,725000
402,16.0,8.891155005539622,636000
403,16.0,8.918611602544111,1048000
404,16.0,9.275054021019505,879000
405,16.0,9.275054021019505,816000
406,16.0,8.681501686107056,1044000
407,16.0,8.681501686107056,580000
408,16.0,9.590959635098017,1050000
409,32.0,8.471405882214839,650000
410,32.0,9.270866848017146,974000
411,16.0,10.133124576774593,1042000
412,16.0,9.590959635098017,672000
413,16.0,8.744806715166932,805000
414,32.0,8.580569132962983,664000
415,64.0,9.414059763958425,924000
416,16.0,8.221963695818435,758000
417,32.0,8.545162023878794,945000
418,16.0,8.175427821822602,1047000
419,32.0,8.628617605444964,614000
420,32.0,8.918611602544111,689000
421,16.0,8.805266061693162,786000
422,16.0,8.71352685508888,957000
423,16.0,8.240130313153841,706000
424,32.0,8.681501686107056,643000
425,32.0,8.508792536330738,1085000
426,16.0,8.310409131517808,635000
427,16.0,8.863128557999831,965000
428,16.0,8.744806715166932,739000
429,32.0,8.971906253529559,609000
430,16.0,8.971906253529559,563000
431,32.0,9.210854535343213,646000
432,32.0,9.210854535343213,571000
433,32.0,9.210854535343213,578000
434,32.0,9.590959635098017,724000
435,32.0,9.590959635098017,960000
436,16.0,8.744806715166932,556000
437,16.0,8.471405882214839,1048000
438,16.0,8.471405882214839,661000
439,16.0,9.210854535343213,783000
440,32.0,8.681501686107056,998000
441,16.0,8.471405882214839,1091000
442,16.0,8.545162023878794,1085000
443,32.0,8.545162023878794,617000
444,16.0,8.545162023878794,601000
445,16.0,9.210854535343213,1088000
446,16.0,8.744806715166932,822000
447,32.0,9.202061402845095,552000
448,32.0,9.202061402845095,821000
449,32.0,8.744806715166932,925000
450,32.0,8.744806715166932,1032000
451,32.0,8.918611602544111,988000
452,16.0,8.681501686107056,1016000
453,32.0,8.681501686107056,836000
454,64.0,9.921191539458137,250000
455,64.0,9.285051106041209,583000
456,64.0,9.052055274451769,641000
457,64.0,9.185196341882657,673000
458,64.0,9.080327242506698,629000
459,64.0,9.068213224595297,815000
460,64.0,8.560147225118486,604000
461,32.0,9.166309564765804,833000
462,32.0,8.655320115946727,1026000
463,16.0,8.412494511631532,894000
464,16.0,9.096630679988722,667000
465,16.0,8.482732129649621,778000
466,16.0,9.921191539458137,547000
467,16.0,10.234804097537141,719000
468,16.0,9.17308498083561,1082000
469,16.0,8.552318762038647,877000
470,16.0,10.234804097537141,945000
471,16.0,8.360783070423544,1070000
472,32.0,8.318938344698692,712000
473,128.0,9.375765107441309,399000
474,32.0,9.888398297780718,317000
475,64.0,9.210854535343213,257000
476,32.0,9.120256217227011,499000
477,16.0,9.590959635098017,516000
478,128.0,9.253988397085065,635000
479,128.0,9.210854535343213,783000
480,64.0,9.188764288757536,769000
481,16.0,9.210854535343213,665000
482,32.0,9.210854535343213,604000
483,32.0,9.414059763958425,669000
484,16.0,9.210854535343213,624000
485,16.0,8.918611602544111,773000
486,64.0,9.188764288757536,608000
487,32.0,8.744806715166932,594000
488,32.0,8.681501686107056,565000
489,16.0,9.072586740392266,1007000
490,16.0,8.471405882214839,951000
491,16.0,9.120256217227011,714000
492,32.0,8.681501686107056,551000
493,16.0,8.221963695818435,676000
494,32.0,8.681501686107056,985000
495,16.0,8.580569132962983,691000
496,32.0,9.590959635098017,575000
497,16.0,9.210854535343213,370000
498,128.0,9.590959635098017,535000
499,32.0,9.210854535343213,667000
500,64.0,9.888398297780718,386000
501,256.0,9.33636716863822,482000
502,64.0,9.33636716863822,438000
503,64.0,9.33636716863822,511000
504,32.0,9.590959635098017,516000
505,64.0,9.63345116171008,585000
506,64.0,9.451312256556989,592000
507,64.0,9.33636716863822,722000
508,16.0,9.210854535343213,708000
509,32.0,9.210854535343213,781000
510,64.0,9.210854535343213,868000
511,64.0,9.210854535343213,818000
512,32.0,9.62376123336363,542000
513,32.0,9.888398297780718,754000
514,32.0,9.888398297780718,797000
515,32.0,9.888398297780718,612000
516,64.0,9.799999007111627,847000
517,16.0,9.210854535343213,755000
518,16.0,9.048109034127828,617000
519,32.0,9.888398297780718,858000
520,64.0,9.33636716863822,796000
521,32.0,9.888398297780718,582000
522,32.0,9.406486086427256,835000
523,32.0,9.799999007111627,1055000
524,16.0,9.023181329447,981000
525,32.0,9.62376123336363,862000
526,64.0,9.210854535343213,801000
527,32.0,9.63345116171008,927000
528,16.0,9.210854535343213,669000
529,64.0,9.023181329447,553000
530,32.0,9.62376123336363,599000
531,32.0,9.77698748370847,980000
532,64.0,9.210854535343213,676000
533,64.0,9.210854535343213,578000
534,32.0,9.888398297780718,928000
535,32.0,8.726126250260013,866000
536,32.0,8.726126250260013,545000
537,16.0,9.215229899844724,1003000
538,16.0,8.971906253529559,624000
539,32.0,8.393337098509026,727000
540,16.0,8.726126250260013,571000
541,16.0,9.210854535343213,862000
542,32.0,9.210854535343213,700000
543,32.0,8.726126250260013,840000
544,32.0,9.888398297780718,1089000
545,64.0,9.210854535343213,715000
546,16.0,9.210854535343213,997000
547,16.0,9.210854535343213,1014000
548,32.0,9.210854535343213,880000
549,32.0,8.707182593170451,989000
550,32.0,8.918611602544111,592000
551,16.0,9.414059763958425,885000
552,32.0,8.971906253529559,568000
553,32.0,9.223938685016236,777000
554,32.0,9.395046402964434,934000
555,16.0,9.210854535343213,794000
556,16.0,8.971906253529559,953000
557,16.0,9.210854535343213,685000
558,16.0,9.210854535343213,749000
559,32.0,9.574260742103995,970000
560,32.0,8.744806715166932,547000
561,32.0,9.574260742103995,557000
562,16.0,9.210854535343213,626000
563,32.0,8.971906253529559,857000
564,1024.0,8.971906253529559,860000
565,32.0,8.719841312915747,1023000
566,16.0,9.574260742103995,583000
567,16.0,9.574260742103995,1022000
568,32.0,8.750976326774746,595000
569,32.0,8.508792536330738,772000
570,32.0,9.574260742103995,731000
571,32.0,9.15036775083569,766000
572,32.0,9.15036775083569,705000
573,16.0,9.560754019399013,679000
574,16.0,8.863128557999831,1081000
575,16.0,8.863128557999831,1013000
576,16.0,8.918611602544111,956000
577,1024.0,8.559437435495296,772000
578,16.0,9.308096688565723,947000
579,16.0,9.33636716863822,665000
580,32.0,8.750976326774746,583000
581,32.0,8.750976326774746,794000
582,16.0,9.15036775083569,910000
583,32.0,8.719841312915747,635000
584,32.0,7.992889942473723,824000
585,16.0,8.310409131517808,604000
586,16.0,8.918611602544111,654000
587,32.0,9.574260742103995,550000
588,16.0,9.574260742103995,1083000
589,16.0,9.295799254755815,1040000
590,32.0,9.574260742103995,643000
591,16.0,9.574260742103995,674000
592,32.0,9.677790592208927,869000
593,32.0,8.918611602544111,614000
594,32.0,9.677790592208927,753000
595,32.0,9.888398297780718,593000
596,16.0,8.573562220989713,710000
597,16.0,8.982317784194018,933000
598,16.0,8.744806715166932,704000
599,16.0,8.681501686107056,1011000
600,32.0,9.590959635098017,561000
601,32.0,9.210854535343213,607000
602,64.0,9.414059763958425,554000
603,32.0,9.210854535343213,560000
604,16.0,9.028203680198805,920000
605,32.0,9.379643170788205,805000
606,16.0,9.120256217227011,1094000
607,32.0,9.395046402964434,582000
608,32.0,8.971906253529559,696000
609,64.0,8.545162023878794,625000
610,16.0,9.157222853381295,574000
611,16.0,8.545162023878794,932000
612,16.0,9.649451015095845,531000
613,64.0,9.287538972938094,784000
614,64.0,10.172945449783137,720000
615,16.0,9.120256217227011,751000
616,16.0,9.120256217227011,872000
617,32.0,9.120256217227011,565000
618,16.0,9.210854535343213,597000
619,64.0,9.210854535343213,895000
620,16.0,8.681501686107056,1083000
621,32.0,9.275054021019505,599000
622,64.0,9.414059763958425,858000
623,32.0,9.210854535343213,569000
624,32.0,9.888398297780718,862000
625,16.0,8.681501686107056,572000
626,32.0,8.744806715166932,789000
627,16.0,8.744806715166932,889000
628,16.0,9.295799254755815,740000
629,32.0,8.805266061693162,608000
630,32.0,9.210854535343213,1090000
631,16.0,8.221963695818435,856000
632,32.0,8.805266061693162,637000
633,16.0,8.681501686107056,1042000
634,16.0,8.545162023878794,874000
635,16.0,8.863128557999831,959000
636,32.0,8.681501686107056,979000
637,32.0,8.971906253529559,696000
638,16.0,9.210854535343213,632000
639,16.0,8.545162023878794,980000
640,16.0,8.681501686107056,571000
641,16.0,8.744806715166932,616000
642,16.0,8.891155005539622,976000
643,16.0,9.210854535343213,790000
644,16.0,8.681501686107056,1024000
645,16.0,8.545162023878794,725000
646,16.0,8.681501686107056,639000
647,16.0,8.681501686107056,988000
648,16.0,8.545162023878794,581000
649,32.0,8.6944035018875,1038000
650,16.0,8.681501686107056,909000
651,16.0,8.393337098509026,782000
652,16.0,8.971906253529559,729000
653,16.0,8.83450765717016,728000
654,16.0,8.681501686107056,816000
655,16.0,8.310409131517808,566000
656,16.0,8.681501686107056,1028000
657,16.0,8.393337098509026,793000
658,16.0,9.120256217227011,1006000
659,16.0,8.681501686107056,855000
660,16.0,8.681501686107056,909000
661,16.0,9.023181329447,689000
662,16.0,8.681501686107056,745000
663,16.0,8.545162023878794,902000
664,16.0,8.805266061693162,956000
665,16.0,9.120256217227011,1060000
666,16.0,8.545162023878794,608000
667,16.0,8.545162023878794,850000
668,128.0,9.253988397085065,578000
669,64.0,9.253988397085065,586000
670,64.0,9.375765107441309,567000
671,64.0,9.253988397085065,454000
672,16.0,9.253988397085065,819000
673,32.0,9.253988397085065,890000
674,64.0,9.375765107441309,809000
675,64.0,9.253988397085065,756000
676,64.0,9.253988397085065,564000
677,32.0,9.253988397085065,843000
678,16.0,9.245470162019254,789000
679,16.0,9.245470162019254,992000
680,32.0,9.2325921475059,681000
681,16.0,9.295799254755815,546000
682,16.0,9.14347790986997,542000
683,16.0,9.166309564765804,863000
684,16.0,9.262453737660751,889000
685,16.0,9.458642717879359,774000
686,32.0,8.956137202267845,928000
687,16.0,8.545162023878794,575000
688,32.0,9.888398297780718,745000
689,16.0,9.590959635098017,714000
690,64.0,9.74767345570188,443000
691,32.0,9.522910907012994,930000
692,32.0,9.210854535343213,759000
693,16.0,9.210854535343213,688000
694,32.0,9.038192891676346,1023000
695,16.0,8.681501686107056,802000
696,16.0,8.221963695818435,549000
697,16.0,8.221963695818435,1035000
698,16.0,8.221963695818435,573000
699,16.0,8.221963695818435,995000
700,32.0,8.221963695818435,661000
701,512.0,8.221963695818435,932000
702,16.0,8.681501686107056,1027000
703,16.0,8.221963695818435,985000
704,16.0,8.221963695818435,1059000
705,16.0,8.221963695818435,965000
706,16.0,8.221963695818435,567000
707,512.0,8.221963695818435,637000
708,256.0,8.221963695818435,778000
709,16.0,8.221963695818435,779000
710,512.0,8.221963695818435,942000
711,256.0,8.221963695818435,831000
712,256.0,8.025118539407885,635000
713,256.0,8.221963695818435,857000
714,256.0,8.221963695818435,563000
715,64.0,9.295799254755815,791000
716,16.0,8.971906253529559,671000
717,64.0,9.610734286260238,851000
718,16.0,8.971906253529559,555000
719,128.0,9.614002602464728,820000
720,16.0,9.2325921475059,646000
721,32.0,9.594275215696936,661000
722,16.0,8.971906253529559,1078000
723,16.0,8.971906253529559,777000
724,16.0,8.971906253529559,1011000
725,16.0,9.210854535343213,1028000
726,64.0,9.120256217227011,703000
727,32.0,8.681501686107056,1040000
728,16.0,8.545162023878794,755000
729,16.0,8.971906253529559,779000
730,16.0,9.210854535343213,1014000
731,32.0,8.971906253529559,883000
732,32.0,8.971906253529559,725000
733,32.0,8.545162023878794,820000
734,16.0,9.62376123336363,613000
735,16.0,9.590959635098017,687000
736,32.0,9.590959635098017,377000
737,16.0,9.210854535343213,493000
738,32.0,9.590959635098017,645000
739,64.0,9.74767345570188,608000
740,16.0,9.888398297780718,594000
741,32.0,9.210854535343213,792000
742,32.0,8.681501686107056,715000
743,16.0,9.590959635098017,836000
744,16.0,8.127197933952132,1034000
745,32.0,8.744806715166932,573000
746,32.0,8.393337098509026,962000
747,32.0,8.681501686107056,1031000
748,32.0,8.681501686107056,944000
749,16.0,8.221963695818435,1061000
750,32.0,8.971906253529559,1030000
751,16.0,8.221963695818435,863000
752,16.0,8.681501686107056,619000
753,16.0,8.471405882214839,715000
754,16.0,8.681501686107056,994000
755,16.0,8.615064317865693,966000
756,16.0,8.471405882214839,944000
757,16.0,8.310409131517808,727000
758,16.0,9.057953187286326,645000
759,64.0,9.451312256556989,854000
760,64.0,9.379643170788205,778000
761,32.0,9.223938685016236,619000
762,128.0,9.888398297780718,726000
763,64.0,9.888398297780718,847000
764,64.0,9.590959635098017,603000
765,64.0,10.137605670734644,623000
766,64.0,9.762408231731426,756000
767,64.0,9.594275215696936,750000
768,32.0,9.590959635098017,660000
769,128.0,10.341237803334568,656000
770,16.0,9.590959635098017,567000
771,16.0,8.863128557999831,819000
772,64.0,9.210854535343213,992000
773,32.0,9.239046366884564,819000
774,32.0,9.275054021019505,970000
775,64.0,9.266666780591667,835000
776,32.0,8.545162023878794,606000
777,64.0,8.98749367155498,873000
778,64.0,9.210854535343213,694000
779,16.0,9.590959635098017,941000
780,16.0,9.888398297780718,713000
781,64.0,9.893740283410898,945000
782,32.0,9.590959635098017,779000
783,16.0,8.681501686107056,1069000
784,32.0,9.275054021019505,829000
785,16.0,8.918611602544111,967000
786,64.0,9.414059763958425,1022000
787,16.0,9.888398297780718,1054000
788,32.0,10.137605670734644,892000
789,32.0,8.545162023878794,886000
790,16.0,9.072586740392266,623000
791,32.0,9.888398297780718,950000
792,16.0,8.71352685508888,911000
793,32.0,8.64869414556588,595000
794,32.0,8.545162023878794,547000
795,16.0,8.863128557999831,699000
796,16.0,8.545162023878794,1000000
797,16.0,8.971906253529559,738000
798,32.0,8.681501686107056,632000
799,16.0,8.681501686107056,894000
800,16.0,8.545162023878794,753000
801,16.0,9.655799269183396,614000
802,16.0,9.295799254755815,939000
803,16.0,8.83450765717016,682000
804,16.0,9.210854535343213,755000
805,16.0,8.744806715166932,541000
806,16.0,8.471405882214839,872000
807,16.0,8.471405882214839,779000
808,16.0,8.471405882214839,848000
809,16.0,8.545162023878794,834000
810,16.0,8.545162023878794,688000
811,16.0,8.744806715166932,719000
812,64.0,9.072586740392266,890000
813,64.0,9.421591770798106,554000
814,32.0,9.395046402964434,1021000
815,32.0,9.106130270487029,848000
816,32.0,9.210854535343213,556000
